"n°UAI de l'établissement";"Libellé de l'établissement";"Région";"Dont apprentis en EPLE";;"Taux";"Taux attendu";"Valeur ajoutée";
"0930831Y";"Lycée professionnel Aristide Briand - Lycée des métiers de l'aérien";"ILE-DE-FRANCE";"ensemble";43;28;34;-6;36
"0930833A";"Lycée enseignement général et technologique Jean Zay";"ILE-DE-FRANCE";"ensemble";35;52;49;3;49
"0930834B";"Lycée général et technologique Voillaume";"ILE-DE-FRANCE";"ensemble";25;50;49;1;56
"0930846P";"Lycée professionnel Voillaume, Lyc métiers management, gestion, administration communication - Lyc métiers conception réalisation systèmes industriels";"ILE-DE-FRANCE";"ensemble";51;32;33;-1;36
"0930929E";"Lycée professionnel privé Jeanne la Lorraine";"ILE-DE-FRANCE";"ensemble";39;29;36;-7;39
"0930933J";"Lycée polyvalent privé Assomption";"ILE-DE-FRANCE";"ensemble";58;20;29;-9;24
"0930936M";"Lycée polyvalent privé Saint Benoist de l'Europe";"ILE-DE-FRANCE";"ensemble";60;;;;
"0930946Y";"Lycée professionnel privé Saint Vincent de Paul";"ILE-DE-FRANCE";"ensemble";58;23;35;-12;35
"0930960N";"Lycée professionnel privé ORT";"ILE-DE-FRANCE";"ensemble";42;54;42;12;59
"0931024H";"Lycée professionnel Jean-Pierre Timbaud";"ILE-DE-FRANCE";"ensemble";40;30;32;-2;37
"0931024H";"Lycée professionnel Jean-Pierre Timbaud";"ILE-DE-FRANCE";"dont élèves en voie pro sco";41;30;32;-2;37
"0931024H";"Lycée professionnel Jean-Pierre Timbaud";"ILE-DE-FRANCE";"dont apprentis";;;;;
"0931026K";"Lycée polyvalent privé Protectorat Saint Joseph";"ILE-DE-FRANCE";"ensemble";48;60;53;7;63
"0931193S";"Lycée professionnel Hélène Boucher - Lycée des métiers du transport";"ILE-DE-FRANCE";"ensemble";57;28;33;-6;34
"0931198X";"Lycée professionnel Alfred Costes - Lycée des métiers de la communication et de l'industrie graphique";"ILE-DE-FRANCE";"ensemble";63;24;29;-5;24
"0931233K";"Lycée professionnel Jean-Baptiste Clément - Lycée des métiers de la vente et du commerce";"ILE-DE-FRANCE";"ensemble";44;28;28;0;31
"0931272C";"Lycée général et technologique Gustave Eiffel";"ILE-DE-FRANCE";"ensemble";37;62;52;10;68
"0931369H";"Lycée professionnel privé Françoise Cabrini - Lycée des métiers de la vente";"ILE-DE-FRANCE";"ensemble";61;34;32;2;44
"0931430Z";"Lycée général et technologique Jacques Brel";"ILE-DE-FRANCE";"ensemble";29;51;46;4;60
"0931565W";"Lycée général et technologique Flora Tristan";"ILE-DE-FRANCE";"ensemble";45;40;50;-10;37
"0931573E";"Lycée professionnel privé Robert Schuman";"ILE-DE-FRANCE";"ensemble";77;35;40;-5;50
"0931584S";"Lycée polyvalent Jean Rostand";"ILE-DE-FRANCE";"ensemble";40;44;47;-3;41
"0931585T";"Lycée général et technologique André Boulloche";"ILE-DE-FRANCE";"ensemble";39;65;55;10;65
"0931613Y";"Lycée général et technologique Louise Michel";"ILE-DE-FRANCE";"ensemble";24;49;47;2;51
"0931735F";"Lycée professionnel Louise Michel - Lycée des métiers de la vente et du commerce";"ILE-DE-FRANCE";"ensemble";41;20;25;-5;23
"0931738J";"Lycée professionnel Arthur Rimbaud";"ILE-DE-FRANCE";"ensemble";50;32;28;3;36
"0931739K";"Lycée professionnel Jean Moulin";"ILE-DE-FRANCE";"ensemble";45;24;28;-4;29
"0931779D";"Lycée de l'Horticulture et du Paysage Jeanne Baret";"ILE-DE-FRANCE";"ensemble";53;34;30;3;38
"0931796X";"Lycée enseignement général et technologique privé O R T";"ILE-DE-FRANCE";"ensemble";41;57;49;8;62
"0931797Y";"Lycée polyvalent privé Jean-Baptiste de la Salle - lycée des métiers des applications de l'énergie électrique et de leur maintenance";"ILE-DE-FRANCE";"ensemble";56;45;41;4;45
"0932026X";"Lycée polyvalent Alfred Nobel";"ILE-DE-FRANCE";"ensemble";46;30;32;-2;35
"0932030B";"Lycée polyvalent Maurice Utrillo";"ILE-DE-FRANCE";"ensemble";61;36;38;-2;39
"0932031C";"Lycée général et technologique Charles de Gaulle";"ILE-DE-FRANCE";"ensemble";28;68;56;12;68
"0932046U";"Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport";"ILE-DE-FRANCE";"ensemble";29;51;48;3;49
"0932046U";"Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport";"ILE-DE-FRANCE";"dont élèves en voie pro sco";31;47;41;6;45
"0932046U";"Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport";"ILE-DE-FRANCE";"dont apprentis";25;62;68;-6;62
"0932047V";"Lycée polyvalent Evariste Galois - Lycée des métiers de l'audiovisuel";"ILE-DE-FRANCE";"ensemble";49;37;36;1;43
"0932048W";"Lycée polyvalent Blaise Cendrars";"ILE-DE-FRANCE";"ensemble";55;28;28;0;25
"0932073Y";"Lycée polyvalent Paul Robert";"ILE-DE-FRANCE";"ensemble";55;22;25;-2;19
"0932074Z";"Lycée polyvalent Marcel Cachin - Lycée des métiers de la santé et du travail social";"ILE-DE-FRANCE";"ensemble";43;38;34;4;41
"0932116V";"Lycée polyvalent Eugénie Cotton - Lycée des métiers création graphique, numérique et développement de l'entreprise";"ILE-DE-FRANCE";"ensemble";52;27;29;-3;33
"0932117W";"Lycée polyvalent Lucie Aubrac";"ILE-DE-FRANCE";"ensemble";57;26;29;-3;33
"0932118X";"Lycée polyvalent Jean Moulin";"ILE-DE-FRANCE";"ensemble";45;32;29;4;33
"0932119Y";"Lycée polyvalent Eugène Henaff - Lycée des métiers de l'énergie";"ILE-DE-FRANCE";"ensemble";51;35;35;0;38
"0932119Y";"Lycée polyvalent Eugène Henaff - Lycée des métiers de l'énergie";"ILE-DE-FRANCE";"dont élèves en voie pro sco";52;34;31;3;37
"0932119Y";"Lycée polyvalent Eugène Henaff - Lycée des métiers de l'énergie";"ILE-DE-FRANCE";"dont apprentis";32;;;;
"0932120Z";"Lycée polyvalent Henri Sellier - Lycée des métiers de la santé et du social";"ILE-DE-FRANCE";"ensemble";58;33;30;2;40
"0932120Z";"Lycée polyvalent Henri Sellier - Lycée des métiers de la santé et du social";"ILE-DE-FRANCE";"dont élèves en voie pro sco";59;34;31;3;41
"0932120Z";"Lycée polyvalent Henri Sellier - Lycée des métiers de la santé et du social";"ILE-DE-FRANCE";"dont apprentis";;;;;
"0932121A";"Lycée polyvalent Suger - Lycée des métiers de l'image et du son";"ILE-DE-FRANCE";"ensemble";47;34;34;1;41
"0932122B";"Lycée polyvalent d'Alembert";"ILE-DE-FRANCE";"ensemble";49;23;29;-7;23
"0932123C";"Lycée polyvalent Sabatier - Lycée des métiers de l'esthétique et de la coiffure";"ILE-DE-FRANCE";"ensemble";53;40;36;4;40
"0932126F";"Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"ensemble";49;43;38;5;45
"0932126F";"Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"dont élèves en voie pro sco";51;41;36;5;44
"0932126F";"Lycée polyvalent François Rabelais - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"dont apprentis";;;;;
"0932129J";"Lycée polyvalent Application de l'Enna - Lycée des métiers des structures métalliques";"ILE-DE-FRANCE";"ensemble";58;33;32;1;35
"0932221J";"Lycée polyvalent Blaise Pascal - Lycée des métiers de la santé et de l'aide à la personne";"ILE-DE-FRANCE";"ensemble";60;38;33;5;35
"0932222K";"Lycée polyvalent René Cassin - Lycée des métiers de l'électrotechnique";"ILE-DE-FRANCE";"ensemble";58;42;31;11;48
"0932229T";"Lycée polyvalent Paul Le Rolland - Lycée des métiers de la conception et de la réalisation de systèmes industriels";"ILE-DE-FRANCE";"ensemble";42;31;38;-7;32
"0932229T";"Lycée polyvalent Paul Le Rolland - Lycée des métiers de la conception et de la réalisation de systèmes industriels";"ILE-DE-FRANCE";"dont élèves en voie pro sco";45;21;31;-10;26
"0932229T";"Lycée polyvalent Paul Le Rolland - Lycée des métiers de la conception et de la réalisation de systèmes industriels";"ILE-DE-FRANCE";"dont apprentis";26;66;60;5;52
"0932260B";"Lycée polyvalent Georges Brassens - Lycée des métiers du management, de la gestion, de l'administration et de la communication";"ILE-DE-FRANCE";"ensemble";45;35;30;5;36
"0932267J";"Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé";"ILE-DE-FRANCE";"ensemble";37;61;60;0;59
"0932267J";"Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé";"ILE-DE-FRANCE";"dont élèves en voie pro sco";52;26;27;-2;23
"0932267J";"Lycée polyvalent Liberté - Lycée des métiers du laboratoire et de la santé";"ILE-DE-FRANCE";"dont apprentis";31;71;70;1;70
"0932282A";"Lycée polyvalent Léo Lagrange";"ILE-DE-FRANCE";"ensemble";58;32;31;1;30
"0932291K";"Lycee polyvalent Nicolas-Joseph Cugnot - Lycée des métiers de l'automobile";"ILE-DE-FRANCE";"ensemble";47;32;37;-5;42
"0932667U";"Lycée polyvalent Angela Davis";"ILE-DE-FRANCE";"ensemble";52;42;31;11;38
"0932721C";"Lycée professionnel privé Marcel LAMY";"ILE-DE-FRANCE";"ensemble";41;31;35;-4;37
"0940112L";"Lycée polyvalent Louise Michel - Lycée des métiers de la santé";"ILE-DE-FRANCE";"ensemble";56;35;26;9;44
"0940113M";"Lycée polyvalent Langevin-Wallon";"ILE-DE-FRANCE";"ensemble";48;41;41;0;49
"0940114N";"Lycée polyvalent Antoine de Saint-Exupéry";"ILE-DE-FRANCE";"ensemble";43;47;43;4;49
"0940116R";"Lycée général et technologique Eugène Delacroix";"ILE-DE-FRANCE";"ensemble";32;52;49;2;45
"0940118T";"Lycée polyvalent L Armand, Lyc mét télécommunications réseaux informatiques, électricité et applications, conception mécanique assistée par ordinateur";"ILE-DE-FRANCE";"ensemble";53;34;45;-11;44
"0940118T";"Lycée polyvalent L Armand, Lyc mét télécommunications réseaux informatiques, électricité et applications, conception mécanique assistée par ordinateur";"ILE-DE-FRANCE";"dont élèves en voie pro sco";56;30;42;-11;40
"0940118T";"Lycée polyvalent L Armand, Lyc mét télécommunications réseaux informatiques, électricité et applications, conception mécanique assistée par ordinateur";"ILE-DE-FRANCE";"dont apprentis";22;53;64;-11;61
"0940119U";"Lycée polyvalent Paul Doumer";"ILE-DE-FRANCE";"ensemble";36;55;51;4;55
"0940120V";"Lycée général et technologique Marcelin Berthelot";"ILE-DE-FRANCE";"ensemble";68;58;56;2;61
"0940121W";"Lycée général et technologique d'Arsonval";"ILE-DE-FRANCE";"ensemble";46;65;54;11;55
"0940122X";"Lycée polyvalent Condorcet";"ILE-DE-FRANCE";"ensemble";42;50;41;9;51
"0940123Y";"Lycée général et technologique Guillaume Apollinaire";"ILE-DE-FRANCE";"ensemble";31;50;54;-4;55
"0940124Z";"Lycée général et technologique Hector Berlioz";"ILE-DE-FRANCE";"ensemble";33;64;55;8;61
"0940126B";"Lycée polyvalent Maximilien Perret - Lycée des métiers de l'énergie et du génie climatique";"ILE-DE-FRANCE";"ensemble";44;46;44;1;51
"0940126B";"Lycée polyvalent Maximilien Perret - Lycée des métiers de l'énergie et du génie climatique";"ILE-DE-FRANCE";"dont élèves en voie pro sco";46;41;39;1;47
"0940126B";"Lycée polyvalent Maximilien Perret - Lycée des métiers de l'énergie et du génie climatique";"ILE-DE-FRANCE";"dont apprentis";35;75;75;0;75
"0940129E";"Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique";"ILE-DE-FRANCE";"ensemble";43;45;46;-1;49
"0940129E";"Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique";"ILE-DE-FRANCE";"dont élèves en voie pro sco";46;44;42;2;47
"0940129E";"Lycée polyvalent Jean Macé - Lycée des métiers de la métallurgie, de la maintenance industrielle et électronique";"ILE-DE-FRANCE";"dont apprentis";24;49;61;-12;56
"0940132H";"Lycée professionnel Gabriel Péri - Lycée des métiers du social et de l'aide à la personne";"ILE-DE-FRANCE";"ensemble";52;40;29;11;40
"0940134K";"Lycée professionnel Val de Bièvre";"ILE-DE-FRANCE";"ensemble";46;15;20;-4;31
"0940137N";"Lycée professionnel des métiers la Source";"ILE-DE-FRANCE";"ensemble";55;27;31;-4;38
"0940137N";"Lycée professionnel des métiers la Source";"ILE-DE-FRANCE";"dont élèves en voie pro sco";55;28;31;-3;38
"0940137N";"Lycée professionnel des métiers la Source";"ILE-DE-FRANCE";"dont apprentis";;;;;
"0940138P";"Lycée professionnel Armand Guillaumin - Lycée des métiers de la coiffure, de l'esthétique et des soins de la personne";"ILE-DE-FRANCE";"ensemble";56;40;35;4;41
"0940140S";"Lycée professionnel Gourdou-Leseurre - Lycée des métiers de la maintenance des systèmes industriels";"ILE-DE-FRANCE";"ensemble";59;45;39;6;48
"0940140S";"Lycée professionnel Gourdou-Leseurre - Lycée des métiers de la maintenance des systèmes industriels";"ILE-DE-FRANCE";"dont élèves en voie pro sco";61;39;33;6;43
"0940140S";"Lycée professionnel Gourdou-Leseurre - Lycée des métiers de la maintenance des systèmes industriels";"ILE-DE-FRANCE";"dont apprentis";;;;;
"0940141T";"Lycée polyvalent Jacques Brel - Lycée des métiers des motocycles - Lycée des métiers de l'ébénisterie";"ILE-DE-FRANCE";"ensemble";50;39;38;1;46
"0940143V";"Lycée professionnel Jean Moulin";"ILE-DE-FRANCE";"ensemble";52;32;34;-2;41
"0940145X";"Lycée professionnel Camille Claudel";"ILE-DE-FRANCE";"ensemble";50;31;29;1;30
"0940171A";"Etablissement régional d'enseignement adapté Stendhal";"ILE-DE-FRANCE";"ensemble";42;18;12;7;24
"0940319L";"Etablissement régional d'enseignement adapté François Cavanna";"ILE-DE-FRANCE";"ensemble";52;21;20;1;24
"0940580V";"Lycée Polyvalent de Cachan";"ILE-DE-FRANCE";"ensemble";43;43;47;-4;46
"0940580V";"Lycée Polyvalent de Cachan";"ILE-DE-FRANCE";"dont élèves en voie pro sco";44;44;48;-4;47
"0940580V";"Lycée Polyvalent de Cachan";"ILE-DE-FRANCE";"dont apprentis";34;38;42;-4;44
"0940585A";"Lycée polyvalent François Mansart - Lycée des métiers du bois et de l'habitat";"ILE-DE-FRANCE";"ensemble";46;54;51;3;55
"0940585A";"Lycée polyvalent François Mansart - Lycée des métiers du bois et de l'habitat";"ILE-DE-FRANCE";"dont élèves en voie pro sco";47;53;48;4;53
"0940585A";"Lycée polyvalent François Mansart - Lycée des métiers du bois et de l'habitat";"ILE-DE-FRANCE";"dont apprentis";42;62;62;-1;65
"0940742W";"Lycée polyvalent Guillaume Budé";"ILE-DE-FRANCE";"ensemble";50;38;39;-1;43
"0940743X";"Lycée polyvalent Georges Brassens";"ILE-DE-FRANCE";"ensemble";50;41;47;-7;51
"0940821G";"Lycée général et technologique privé Grégor Mendel";"ILE-DE-FRANCE";"ensemble";33;40;50;-10;56
"0940822H";"Lycée général et technologique Claude-Nicolas Ledoux-EBTP";"ILE-DE-FRANCE";"ensemble";46;65;56;9;65
"0940823J";"Lycée professionnel privé Robert Keller";"ILE-DE-FRANCE";"ensemble";60;34;34;0;39
"0940853S";"Lycée professionnel privé Poullart des Places";"ILE-DE-FRANCE";"ensemble";43;27;32;-5;39
"0940878U";"Lycée général et technologique privé Teilhard de Chardin";"ILE-DE-FRANCE";"ensemble";44;57;53;4;51
"0941018W";"Lycée polyvalent Edouard Branly";"ILE-DE-FRANCE";"ensemble";51;39;41;-2;47
"0941018W";"Lycée polyvalent Edouard Branly";"ILE-DE-FRANCE";"dont élèves en voie pro sco";51;38;39;-1;45
"0941018W";"Lycée polyvalent Edouard Branly";"ILE-DE-FRANCE";"dont apprentis";52;;;;
"0941232D";"Lycée professionnel Jean Macé";"ILE-DE-FRANCE";"ensemble";58;27;28;-1;38
"0941294W";"Lycée polyvalent Adolphe Chérioux - Lycée des métiers de l'habitat et de l'aménagement urbain";"ILE-DE-FRANCE";"ensemble";48;37;36;1;42
"0941298A";"Lycée professionnel Michelet";"ILE-DE-FRANCE";"ensemble";55;28;30;-2;28
"0941301D";"Lycée polyvalent Frédéric Mistral";"ILE-DE-FRANCE";"ensemble";56;43;36;8;42
"0941347D";"Lycée général et technologique Pablo Picasso";"ILE-DE-FRANCE";"ensemble";44;62;56;5;67
"0941355M";"Lycée polyvalent Paul Bert - Lycée des métiers du commerce et de l'administration";"ILE-DE-FRANCE";"ensemble";50;38;37;1;39
"0941355M";"Lycée polyvalent Paul Bert - Lycée des métiers du commerce et de l'administration";"ILE-DE-FRANCE";"dont élèves en voie pro sco";51;36;33;3;34
"0941355M";"Lycée polyvalent Paul Bert - Lycée des métiers du commerce et de l'administration";"ILE-DE-FRANCE";"dont apprentis";39;57;65;-8;78
"0941407U";"Lycée professionnel privé CE 3P";"ILE-DE-FRANCE";"ensemble";19;;;;
"0941413A";"Lycée polyvalent Léon Blum";"ILE-DE-FRANCE";"ensemble";50;24;33;-9;40
"0941470M";"Lycée polyvalent Samuel de Champlain";"ILE-DE-FRANCE";"ensemble";43;63;55;8;67
"0941470M";"Lycée polyvalent Samuel de Champlain";"ILE-DE-FRANCE";"dont élèves en voie pro sco";45;61;51;11;63
"0941470M";"Lycée polyvalent Samuel de Champlain";"ILE-DE-FRANCE";"dont apprentis";30;;;;
"0941474S";"Lycée polyvalent Darius Milhaud";"ILE-DE-FRANCE";"ensemble";41;39;39;1;42
"0941604H";"Lycée professionnel Samuel de Champlain - Lycée des métiers de la construction et de la gestion immobilière";"ILE-DE-FRANCE";"ensemble";58;31;31;0;34
"0941722L";"Lycée professionnel privé Grégor Mendel";"ILE-DE-FRANCE";"ensemble";49;20;29;-9;34
"0941724N";"Lycée professionnel privé Claude-Nicolas Ledoux - Lycée des métiers de la construction et de son environnement";"ILE-DE-FRANCE";"ensemble";74;25;32;-7;28
"0941918Z";"Lycée polyvalent Christophe Colomb";"ILE-DE-FRANCE";"ensemble";58;31;36;-5;31
"0941930M";"Lycée polyvalent Gutenberg";"ILE-DE-FRANCE";"ensemble";61;25;30;-5;24
"0941951K";"Lycée polyvalent Marx Dormoy";"ILE-DE-FRANCE";"ensemble";53;23;29;-5;37
"0941952L";"Lycée polyvalent François Arago";"ILE-DE-FRANCE";"ensemble";46;46;39;7;42
"0941952L";"Lycée polyvalent François Arago";"ILE-DE-FRANCE";"dont élèves en voie pro sco";47;46;37;9;42
"0941952L";"Lycée polyvalent François Arago";"ILE-DE-FRANCE";"dont apprentis";;;;;
"0941972H";"Lycée polyvalent Fernand Léger - Lycée des métiers de la maintenance et de l'après vente automobile";"ILE-DE-FRANCE";"ensemble";46;33;39;-6;40
"0941974K";"Lycée polyvalent Robert Schuman";"ILE-DE-FRANCE";"ensemble";64;28;32;-4;39
"0941975L";"Lycée polyvalent Pierre Brossolette - Lycée des métiers du social et de l'aide à la personne";"ILE-DE-FRANCE";"ensemble";60;24;27;-4;34
"0942130E";"Lycée polyvalent Montaleau - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"ensemble";48;39;39;0;45
"0942130E";"Lycée polyvalent Montaleau - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"dont élèves en voie pro sco";49;37;37;0;43
"0942130E";"Lycée polyvalent Montaleau - Lycée des métiers de l'hôtellerie et de la restauration";"ILE-DE-FRANCE";"dont apprentis";37;;;;
"0942269F";"Lycée polyvalent Pauline Roland - Lycée des métiers du transport et de la logistique";"ILE-DE-FRANCE";"ensemble";38;33;38;-5;44
"0942354Y";"LGT Ensemble Sainte Marie";"ILE-DE-FRANCE";"ensemble";48;34;46;-12;39
"0942355Z";"Lp ensemble sainte marie";"ILE-DE-FRANCE";"ensemble";52;32;32;0;32
"0950164M";"Etablissement régional d'enseignement adapté Françoise Dolto";"ILE-DE-FRANCE";"ensemble";52;9;16;-8;17
"0950640E";"Lycée général et technologique Julie-Victoire Daubié";"ILE-DE-FRANCE";"ensemble";30;53;52;0;61
"0950641F";"Lycée polyvalent Jean Jaurès";"ILE-DE-FRANCE";"ensemble";49;35;43;-8;39
"0950641F";"Lycée polyvalent Jean Jaurès";"ILE-DE-FRANCE";"dont élèves en voie pro sco";50;34;42;-7;39
